tweet,sentiment
Im beyond confused here why would you offer an earlier flight when they Cancelled Flightled I asked for TUES please fix,negative
I do not need an apology I need you to fix it in a competent manner,negative
you have most likely lost my business Terrible experience Too many times stuck on Tarmac and last min Cancelled Flightled flights Done,negative
is anyone doing anything there today Website is useless and no one is answering the phone,negative
my wife is stuck in Brownsville any chance she can get any flight out She needs to be at work tomorrow morning,negative
when are we gonna know I have a math test tomoro and I cant concentrate DestinationDragons,neutral
of a planes passengers boarding in your Premier groups might be an indication of a broken process,negative
Thx for responding When bags came there was mad rush towards end of jetwaywhy not just put thru baggage claim,negative
I thought the same thing after I sent it,neutral
we got our luggage after waiting mins and went home right after Not very family and ADA friendly waiting that long w no chairs,negative
what I dont understand isnt flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight,negative
My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again Please get him home,negative
is this a joke My return flight is delayed too in a row New record from you guys,negative
ugh kicking myself for missing out on destinationdragons I need some back in my life,neutral
Its not that I wasnt offered perks by I ASKED and was told NO thenewamerican,negative
thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed Cincy to Miami in hrs fast,negative
What is the point of a UPC code on checked baggage if you cant tell me where my luggage is Vacation day trying on swimsuits,negative
has no customer service via phone or in person Just a stone wall with a giant middle finger painted on it,negative
Awesome flight crew on UA re the plane the Jurassic period called and they want their dinosaurplane back,negative
Thanks Suggestion stop the promo messages after a bit and just run music amp a msg that says call volume is high vrm,neutral
never flying with you guys ever again The customer service is piss poor at best,negative
Dont bother They dont pick up the phone Worst customer service going,negative
Why was flight forced to return to NY when there was a malfunction Why not land in the countless air strips surrounding Chi,negative
I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for hours,negative
completed form but doubt its any use UA doesnt care day vacation will now be Sure UA wont feel responsibility for that,negative
unacceptable Its clear losing just one customer doesnt matter to American but how many more bankruptcies will it take,negative
we then had to deplane and change planes,neutral
Dad on Segway is the best part of this whole infographic,positive
different departure arrival updates for UA In hr Please,negative
welcome to Portland Sun Mt hood and Southwest,neutral
you need to figure your scheduling out worstflightexperienceever getmehome,negative
